25.0,'2404247020': -9.0, '2404247023': 0,'2404247020': 1, '2404247023': 0,'2404247020': 2, '2404247023': 0,
825.0,'2404247020': -212.0, '2404247023': -2321.0,'2404247020': 3, '2404247023': 6,'2404247020': 6, '2404247023': 17,
850.0,'2404247020': -15.0, '2404247023': -2113.0,'2404247020': 1, '2404247023': 7,'2404247020': 2, '2404247023': 18,
875.0,'2404247020': -57.0, '2404247023': -2161.0,'2404247020': 2, '2404247023': 6,'2404247020': 3, '2404247023': 19,
900.0,'2404247020': -132.0, '2404247023': -2617.0,'2404247020': 2, '2404247023': 7,'2404247020': 3, '2404247023': 21,
925.0,'2404247020': -7.0, '2404247023': -2055.0,'2404247020': 1, '2404247023': 4,'2404247020': 1, '2404247023': 17,
950.0,'2404247020': -61.0, '2404247023': -2362.0,'2404247020': 2, '2404247023': 4,'2404247020': 4, '2404247023': 19,
975.0,'2404247020': -179.0, '2404247023': -1004.0,'2404247020': 3, '2404247023': 3,'2404247020': 6, '2404247023': 9,
1000.0,'2404247020': -329.0, '2404247023': -1235.0,'2404247020': 3, '2404247023': 3,'2404247020': 6, '2404247023': 10,
1025.0,'2404247020': -479.0, '2404247023': -1490.0,'2404247020': 3, '2404247023': 4,'2404247020': 6, '2404247023': 11,
1050.0,'2404247020': -58.0, '2404247023': -999.0,'2404247020': 2, '2404247023': 2,'2404247020': 6, '2404247023': 8,
1075.0,'2404247020': -76.0, '2404247023': -676.0,'2404247020': 3, '2404247023': 3,'2404247020': 3, '2404247023': 7,
1100.0,'2404247020': -9.0, '2404247023': -180.0,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 10,
1125.0,'2404247020': -50.0, '2404247023': -263.0,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 8,
1150.0,'2404247020': -150.0, '2404247023': -353.0,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 8,
1175.0,'2404247020': -250.0, '2404247023': -572.0,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 9,
1200.0,'2404247020': -365.0, '2404247023': -513.0,'2404247020': 3, '2404247023': 2,'2404247020': 6, '2404247023': 11,
1225.0,'2404247020': -24.0, '2404247023': -864.0,'2404247020': 1, '2404247023': 4,'2404247020': 2, '2404247023': 19,
1250.0,'2404247020': -44.0, '2404247023': -514.0,'2404247020': 2, '2404247023': 4,'2404247020': 2, '2404247023': 13,
1275.0,'2404247020': -34.0, '2404247023': -546.0,'2404247020': 2, '2404247023': 4,'2404247020': 4, '2404247023': 9,
1300.0,'2404247020': -42.0, '2404247023': -279.0,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 6,
1325.0,'2404247020': -1.0, '2404247023': -327.0,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 6,
1350.0,'2404247020': -41.0, '2404247023': -245.0,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 9,
1375.0,'2404247020': -21.0, '2404247023': -81.0,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 4,
1400.0,'2404247020': -76.0, '2404247023': -100.0,'2404247020': 1, '2404247023': 2,'2404247020': 3, '2404247023': 6,
1425.0,'2404247020': -20.0, '2404247023': -254.0,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 7,
1450.0,'2404247020': -126.0, '2404247023': -351.0,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 10,
1475.0,'2404247020': -251.0, '2404247023': -626.0,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 11,
1500.0,'2404247020': -378.0, '2404247023': -935.0,'2404247020': 3, '2404247023': 3,'2404247020': 6, '2404247023': 14,
1525.0,'2404247020': -114.0, '2404247023': -454.0,'2404247020': 3, '2404247023': 2,'2404247020': 9, '2404247023': 4,
1550.0,'2404247020': -347.0, '2404247023': -554.0,'2404247020': 4, '2404247023': 2,'2404247020': 11, '2404247023': 4,
1575.0,'2404247020': -507.0, '2404247023': -40.0,'2404247020': 5, '2404247023': 1,'2404247020': 12, '2404247023': 3,
1600.0,'2404247020': -194.0, '2404247023': -97.0,'2404247020': 3, '2404247023': 2,'2404247020': 6, '2404247023': 5,
1625.0,'2404247020': -351.0, '2404247023': -61.0,'2404247020': 3, '2404247023': 2,'2404247020': 7, '2404247023': 4,
1650.0,'2404247020': -544.0, '2404247023': -173.0,'2404247020': 3, '2404247023': 2,'2404247020': 9, '2404247023': 6,
1675.0,'2404247020': -804.0, '2404247023': -323.0,'2404247020': 8, '2404247023': 2,'2404247020': 14, '2404247023': 6,
1700.0,'2404247020': -1195.0, '2404247023': -473.0,'2404247020': 12, '2404247023': 2,'2404247020': 18, '2404247023': 6,
1725.0,'2404247020': -1648.0, '2404247023': -656.0,'2404247020': 13, '2404247023': 3,'2404247020': 19, '2404247023': 9,
1750.0,'2404247020': -1041.0, '2404247023': -562.0,'2404247020': 13, '2404247023': 3,'2404247020': 17, '2404247023': 10,
1775.0,'2404247020': -1427.0, '2404247023': -408.0,'2404247020': 13, '2404247023': 2,'2404247020': 16, '2404247023': 8,
1800.0,'2404247020': -1360.0, '2404247023': -333.0,'2404247020': 11, '2404247023': 2,'2404247020': 14, '2404247023': 7,
1825.0,'2404247020': -1514.0, '2404247023': -246.0,'2404247020': 11, '2404247023': 2,'2404247020': 14, '2404247023': 5,
1850.0,'2404247020': -1527.0, '2404247023': -260.0,'2404247020': 10, '2404247023': 3,'2404247020': 14, '2404247023': 6,
1875.0,'2404247020': -1941.0, '2404247023': -373.0,'2404247020': 13, '2404247023': 2,'2404247020': 19, '2404247023': 6,
1900.0,'2404247020': -2446.0, '2404247023': -454.0,'2404247020': 15, '2404247023': 2,'2404247020': 21, '2404247023': 5,
1925.0,'2404247020': -2639.0, '2404247023': -373.0,'2404247020': 16, '2404247023': 3,'2404247020': 22, '2404247023': 7,
1950.0,'2404247020': -1557.0, '2404247023': -282.0,'2404247020': 10, '2404247023': 3,'2404247020': 18, '2404247023': 8,
1975.0,'2404247020': -563.0, '2404247023': -498.0,'2404247020': 3, '2404247023': 3,'2404247020': 7, '2404247023': 10,
2000.0,'2404247020': -685.0, '2404247023': -554.0,'2404247020': 3, '2404247023': 4,'2404247020': 6, '2404247023': 13,
2025.0,'2404247020': -41.0, '2404247023': -607.0,'2404247020': 2, '2404247023': 4,'2404247020': 4, '2404247023': 11,
2050.0,'2404247020': -91.0, '2404247023': -440.0,'2404247020': 3, '2404247023': 3,'2404247020': 6, '2404247023': 9,
2075.0,'2404247020': -160.0, '2404247023': -642.0,'2404247020': 3, '2404247023': 3,'2404247020': 5, '2404247023': 12,
2100.0,'2404247020': -95.0, '2404247023': -571.0,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 9,
2125.0,'2404247020': -236.0, '2404247023': -614.0,'2404247020': 3, '2404247023': 4,'2404247020': 8, '2404247023': 10,
2150.0,'2404247020': -47.0, '2404247023': -378.0,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 8,
2175.0,'2404247020': -147.0, '2404247023': -535.0,'2404247020': 2, '2404247023': 3,'2404247020': 4, '2404247023': 9,
2200.0,'2404247020': -72.0, '2404247023': -395.0,'2404247020': 1, '2404247023': 3,'2404247020': 2, '2404247023': 9,
2225.0,'2404247020': -148.0, '2404247023': -326.0,'2404247020': 3, '2404247023': 2,'2404247020': 6, '2404247023': 8,
2250.0,'2404247020': -99.0, '2404247023': -206.0,'2404247020': 3, '2404247023': 2,'2404247020': 7, '2404247023': 7,
2275.0,'2404247020': -58.0, '2404247023': -275.0,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 5,
2300.0,'2404247020': -37.0, '2404247023': -304.0,'2404247020': 1, '2404247023': 2,'2404247020': 3, '2404247023': 7,
2325.0,'2404247020': -10.0, '2404247023': -354.0,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 5,
2350.0,'2404247020': 0, '2404247023': -479.0,'2404247020': 0, '2404247023': 2,'2404247020': 0, '2404247023': 5,
2375.0,'2404247020': -14.0, '2404247023': -604.0,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 5,
2400.0,'2404247020': -93.0, '2404247023': -31.0,'2404247020': 1, '2404247023': 2,'2404247020': 5, '2404247023': 3,
2425.0,'2404247020': -238.0, '2404247023': -33.0,'2404247020': 2, '2404247023': 1,'2404247020': 8, '2404247023': 1,
2450.0,'2404247020': 0, '2404247023': -130.0,'2404247020': 0, '2404247023': 2,'2404247020': 0, '2404247023': 5,
2475.0,'2404247020': 0, '2404247023': -85.0,'2404247020': 0, '2404247023': 1,'2404247020': 0, '2404247023': 2,
2500.0,'2404247020': -12.0, '2404247023': -189.0,'2404247020': 2, '2404247023': 2,'2404247020': 2, '2404247023': 5,
2525.0,'2404247020': -82.0, '2404247023': -105.0,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 3,
2550.0,'2404247020': -182.0, '2404247023': -177.0,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 6,
2575.0,'2404247020': -9.0, '2404247023': -184.0,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 5,
2600.0,'2404247020': -49.0, '2404247023': -327.0,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 6,
2625.0,'2404247020': -158.0, '2404247023': -339.0,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 10,
2650.0,'2404247020': -283.0, '2404247023': -107.0,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 5,
2675.0,'2404247020': -408.0, '2404247023': -276.0,'2404247020': 3, '2404247023': 3,'2404247020': 5, '2404247023': 8,
2700.0,'2404247020': -18.0, '2404247023': -380.0,'2404247020': 1, '2404247023': 3,'2404247020': 1, '2404247023': 6,
2725.0,'2404247020': -24.0, '2404247023': -400.0,'2404247020': 1, '2404247023': 3,'2404247020': 2, '2404247023': 9,
2750.0,'2404247020': -31.0, '2404247023': -414.0,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 9,
2775.0,'2404247020': -26.0, '2404247023': -410.0,'2404247020': 2, '2404247023': 2,'2404247020': 2, '2404247023': 9,
2800.0,'2404247020': -78.0, '2404247023': -385.0,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 6,
2825.0,'2404247020': 0, '2404247023': -666.0,'2404247020': 0, '2404247023': 2,'2404247020': 0, '2404247023': 13,
2850.0,'2404247020': -47.0, '2404247023': -184.0,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 4,
2875.0,'2404247020': 0, '2404247023': -284.0,'2404247020': 0, '2404247023': 2,'2404247020': 0, '2404247023': 4,
2900.0,'2404247020': -23.0, '2404247023': -310.0,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 4,
2925.0,'2404247020': -55.0, '2404247023': -76.0,'2404247020': 2, '2404247023': 1,'2404247020': 2, '2404247023': 3,
2950.0,'2404247020': -12.0, '2404247023': -104.0,'2404247020': 1, '2404247023': 3,'2404247020': 1, '2404247023': 5,
2975.0,'2404247020': -34.0, '2404247023': -9.0,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 1,
3000.0,'2404247020': -109.0, '2404247023': -44.0,'2404247020': 3, '2404247023': 1,'2404247020': 4, '2404247023': 2,
3025.0,'2404247020': -217.0, '2404247023': -47.0,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 1,
3050.0,'2404247020': -342.0, '2404247023': -143.0,'2404247020': 2, '2404247023': 2,'2404247020': 5, '2404247023': 4,
3075.0,'2404247020': -10.0, '2404247023': -107.0,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 7,
3100.0,'2404247020': -123.0, '2404247023': -163.0,'2404247020': 2, '2404247023': 2,'2404247020': 7, '2404247023': 5,
3125.0,'2404247020': -311.0, '2404247023': -196.0,'2404247020': 3, '2404247023': 2,'2404247020': 9, '2404247023': 3,
3150.0,'2404247020': 0, '2404247023': -308.0,'2404247020': 0, '2404247023': 2,'2404247020': 0, '2404247023': 5,
3175.0,'2404247020': -15.0, '2404247023': -296.0,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 3,
3200.0,'2404247020': -21.0, '2404247023': -303.0,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 2,
3225.0,'2404247020': -88.0, '2404247023': -8.0,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 1,
3250.0,'2404247020': -188.0, '2404247023': -41.0,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 3,
3275.0,'2404247020': -309.0, '2404247023': -23.0,'2404247020': 3, '2404247023': 1,'2404247020': 6, '2404247023': 3,
3300.0,'2404247020': -459.0, '2404247023': -28.0,'2404247020': 3, '2404247023': 1,'2404247020': 6, '2404247023': 3,
3325.0,'2404247020': -609.0, '2404247023': -157.0,'2404247020': 3, '2404247023': 3,'2404247020': 6, '2404247023': 7,
3350.0,'2404247020': -32.0, '2404247023': -201.0,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 6,
3375.0,'2404247020': -82.0, '2404247023': -326.0,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 6,
3400.0,'2404247020': -30.0, '2404247023': -246.0,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 3,
3425.0,'2404247020': -112.0, '2404247023': -251.0,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 3,
3450.0,'2404247020': -14.0, '2404247023': -365.0,'2404247020': 1, '2404247023': 3,'2404247020': 1, '2404247023': 5,
3475.0,'2404247020': -69.0, '2404247023': -453.0,'2404247020': 2, '2404247023': 3,'2404247020': 3, '2404247023': 6,
3500.0,'2404247020': -23.0, '2404247023': -129.0,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 7,
3525.0,'2404247020': -60.0, '2404247023': -343.0,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 10,
3550.0,'2404247020': -119.0, '2404247023': -70.0,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 4,
3575.0,'2404247020': -44.0, '2404247023': -60.0,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 3,
3600.0,'2404247020': -19.0, '2404247023': -124.0,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 5,
