25.0,'2404247020': -0.03125, '2404247023': 0.0,'2404247020': 1, '2404247023': 0,'2404247020': 1, '2404247023': 0,
625.0,'2404247020': -0.71875, '2404247023': -2.8482144,'2404247020': 3, '2404247023': 6,'2404247020': 4, '2404247023': 14,
650.0,'2404247020': -1.2455357, '2404247023': -0.87053573,'2404247020': 3, '2404247023': 4,'2404247020': 5, '2404247023': 5,
675.0,'2404247020': -0.058035713, '2404247023': -1.2142857,'2404247020': 1, '2404247023': 4,'2404247020': 2, '2404247023': 8,
700.0,'2404247020': -0.4330357, '2404247023': -1.4196428,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 6,
725.0,'2404247020': -1.1651785, '2404247023': -0.30357143,'2404247020': 3, '2404247023': 1,'2404247020': 7, '2404247023': 3,
750.0,'2404247020': -0.11160714, '2404247023': -0.4419643,'2404247020': 2, '2404247023': 1,'2404247020': 2, '2404247023': 3,
775.0,'2404247020': -0.51785713, '2404247023': -0.54910713,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 2,
800.0,'2404247020': -0.15178572, '2404247023': -1.0044643,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 6,
825.0,'2404247020': 0.0, '2404247023': -1.6919643,'2404247020': 0, '2404247023': 2,'2404247020': 0, '2404247023': 8,
850.0,'2404247020': -0.02232143, '2404247023': -2.7857144,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 11,
875.0,'2404247020': -0.15625, '2404247023': -0.44642857,'2404247020': 2, '2404247023': 1,'2404247020': 2, '2404247023': 2,
900.0,'2404247020': -0.11160714, '2404247023': -0.7589286,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 4,
925.0,'2404247020': -0.03125, '2404247023': -0.12946428,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 3,
950.0,'2404247020': -0.14732143, '2404247023': -0.56696427,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 4,
975.0,'2404247020': -0.55803573, '2404247023': -1.1116072,'2404247020': 2, '2404247023': 2,'2404247020': 5, '2404247023': 5,
1000.0,'2404247020': -0.1875, '2404247023': -0.55803573,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 3,
1025.0,'2404247020': -0.60714287, '2404247023': -1.2008928,'2404247020': 2, '2404247023': 3,'2404247020': 4, '2404247023': 8,
1050.0,'2404247020': -0.2767857, '2404247023': -1.40625,'2404247020': 2, '2404247023': 3,'2404247020': 6, '2404247023': 7,
1075.0,'2404247020': -0.058035713, '2404247023': -1.6696428,'2404247020': 1, '2404247023': 3,'2404247020': 1, '2404247023': 6,
1100.0,'2404247020': -0.29017857, '2404247023': -2.3392856,'2404247020': 2, '2404247023': 3,'2404247020': 3, '2404247023': 6,
1125.0,'2404247020': -0.4419643, '2404247023': -1.1116072,'2404247020': 2, '2404247023': 1,'2404247020': 7, '2404247023': 2,
1150.0,'2404247020': -0.51339287, '2404247023': -1.6339285,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 5,
1175.0,'2404247020': -1.0580357, '2404247023': -0.95535713,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 2,
1200.0,'2404247020': -0.13839285, '2404247023': -0.10714286,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 2,
1225.0,'2404247020': -0.71875, '2404247023': -0.66071427,'2404247020': 2, '2404247023': 2,'2404247020': 7, '2404247023': 6,
1250.0,'2404247020': -0.25, '2404247023': -1.0580357,'2404247020': 3, '2404247023': 4,'2404247020': 4, '2404247023': 7,
1275.0,'2404247020': -0.5, '2404247023': -1.8125,'2404247020': 3, '2404247023': 4,'2404247020': 4, '2404247023': 9,
1300.0,'2404247020': -0.24107143, '2404247023': -2.6607144,'2404247020': 2, '2404247023': 5,'2404247020': 4, '2404247023': 9,
1325.0,'2404247020': -0.116071425, '2404247023': -3.4375,'2404247020': 1, '2404247023': 3,'2404247020': 2, '2404247023': 9,
1350.0,'2404247020': -0.48214287, '2404247023': -0.8035714,'2404247020': 3, '2404247023': 3,'2404247020': 4, '2404247023': 6,
1375.0,'2404247020': -1.0401785, '2404247023': -1.4732143,'2404247020': 3, '2404247023': 3,'2404247020': 5, '2404247023': 6,
1400.0,'2404247020': -0.03125, '2404247023': -0.8839286,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 7,
1425.0,'2404247020': -0.12946428, '2404247023': -1.4419643,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 9,
1450.0,'2404247020': -0.61160713, '2404247023': -1.9732143,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 11,
1475.0,'2404247020': -0.08928572, '2404247023': -1.5267857,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 5,
1500.0,'2404247020': -0.05357143, '2404247023': -0.33035713,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 3,
1525.0,'2404247020': -0.20535715, '2404247023': -0.8973214,'2404247020': 2, '2404247023': 2,'2404247020': 2, '2404247023': 6,
1550.0,'2404247020': -0.33482143, '2404247023': -0.25892857,'2404247020': 2, '2404247023': 2,'2404247020': 6, '2404247023': 5,
1575.0,'2404247020': -1.1071428, '2404247023': -0.34375,'2404247020': 2, '2404247023': 1,'2404247020': 9, '2404247023': 3,
1600.0,'2404247020': -0.12053572, '2404247023': -0.64285713,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 5,
1625.0,'2404247020': -0.54464287, '2404247023': -0.26785713,'2404247020': 3, '2404247023': 1,'2404247020': 4, '2404247023': 2,
1650.0,'2404247020': -0.14732143, '2404247023': -0.81696427,'2404247020': 1, '2404247023': 3,'2404247020': 3, '2404247023': 6,
1675.0,'2404247020': -0.15178572, '2404247023': -1.4866072,'2404247020': 2, '2404247023': 3,'2404247020': 2, '2404247023': 6,
1700.0,'2404247020': -0.62053573, '2404247023': -2.15625,'2404247020': 4, '2404247023': 3,'2404247020': 6, '2404247023': 6,
1725.0,'2404247020': -0.82589287, '2404247023': -1.3258928,'2404247020': 5, '2404247023': 2,'2404247020': 6, '2404247023': 5,
1750.0,'2404247020': -0.26339287, '2404247023': -0.90178573,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 4,
1775.0,'2404247020': -0.58928573, '2404247023': -1.5758928,'2404247020': 3, '2404247023': 3,'2404247020': 4, '2404247023': 8,
1800.0,'2404247020': -1.1071428, '2404247023': -1.9866072,'2404247020': 3, '2404247023': 1,'2404247020': 6, '2404247023': 7,
1825.0,'2404247020': -0.08928572, '2404247023': -1.5669643,'2404247020': 1, '2404247023': 3,'2404247020': 1, '2404247023': 8,
1850.0,'2404247020': -0.14732143, '2404247023': -1.9196428,'2404247020': 2, '2404247023': 3,'2404247020': 3, '2404247023': 6,
1875.0,'2404247020': -0.21875, '2404247023': -2.5892856,'2404247020': 2, '2404247023': 3,'2404247020': 4, '2404247023': 6,
1900.0,'2404247020': -0.17857143, '2404247023': -2.4464285,'2404247020': 2, '2404247023': 3,'2404247020': 3, '2404247023': 5,
1925.0,'2404247020': -0.58035713, '2404247023': -2.09375,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 7,
1950.0,'2404247020': -0.29464287, '2404247023': -2.7857144,'2404247020': 3, '2404247023': 2,'2404247020': 7, '2404247023': 8,
1975.0,'2404247020': -0.6785714, '2404247023': -1.1517857,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 5,
2000.0,'2404247020': -0.3392857, '2404247023': -0.25892857,'2404247020': 1, '2404247023': 2,'2404247020': 3, '2404247023': 4,
2025.0,'2404247020': 0.0, '2404247023': -0.80803573,'2404247020': 0, '2404247023': 3,'2404247020': 0, '2404247023': 5,
2050.0,'2404247020': 0.0, '2404247023': -1.3660715,'2404247020': 0, '2404247023': 3,'2404247020': 0, '2404247023': 5,
2075.0,'2404247020': -0.09821428, '2404247023': -0.39285713,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 3,
2100.0,'2404247020': -0.09821428, '2404247023': -0.27232143,'2404247020': 1, '2404247023': 1,'2404247020': 3, '2404247023': 3,
2125.0,'2404247020': -0.5535714, '2404247023': -0.69196427,'2404247020': 2, '2404247023': 2,'2404247020': 5, '2404247023': 4,
2150.0,'2404247020': -1.1651785, '2404247023': -1.1383928,'2404247020': 3, '2404247023': 2,'2404247020': 6, '2404247023': 4,
2175.0,'2404247020': -0.07589286, '2404247023': -1.6517857,'2404247020': 2, '2404247023': 2,'2404247020': 2, '2404247023': 6,
2200.0,'2404247020': -0.29910713, '2404247023': -2.5535715,'2404247020': 2, '2404247023': 3,'2404247020': 2, '2404247023': 9,
2225.0,'2404247020': -0.23214285, '2404247023': 0.0,'2404247020': 2, '2404247023': 0,'2404247020': 4, '2404247023': 0,
2250.0,'2404247020': 0.0, '2404247023': -0.058035713,'2404247020': 0, '2404247023': 1,'2404247020': 0, '2404247023': 1,
2275.0,'2404247020': -0.09821428, '2404247023': -0.25892857,'2404247020': 2, '2404247023': 1,'2404247020': 2, '2404247023': 3,
2300.0,'2404247020': -0.084821425, '2404247023': -0.81696427,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 6,
2325.0,'2404247020': -0.3080357, '2404247023': -0.95089287,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 5,
2350.0,'2404247020': -0.15625, '2404247023': -0.54910713,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 4,
2375.0,'2404247020': -0.22321428, '2404247023': -0.76785713,'2404247020': 1, '2404247023': 2,'2404247020': 4, '2404247023': 5,
2400.0,'2404247020': -0.12053572, '2404247023': -1.3258928,'2404247020': 2, '2404247023': 2,'2404247020': 2, '2404247023': 5,
2425.0,'2404247020': -0.017857144, '2404247023': -0.6026786,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 2,
2450.0,'2404247020': -0.4732143, '2404247023': -1.1517857,'2404247020': 2, '2404247023': 3,'2404247020': 6, '2404247023': 6,
2475.0,'2404247020': -0.035714287, '2404247023': -0.18303572,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 3,
2500.0,'2404247020': -0.27232143, '2404247023': -0.13392857,'2404247020': 3, '2404247023': 1,'2404247020': 4, '2404247023': 3,
2525.0,'2404247020': -0.81696427, '2404247023': -0.67410713,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 7,
2550.0,'2404247020': -0.08928572, '2404247023': -1.0089285,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 7,
2575.0,'2404247020': -0.22767857, '2404247023': -0.67410713,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 6,
2600.0,'2404247020': -0.78571427, '2404247023': -1.34375,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 6,
2625.0,'2404247020': -1.34375, '2404247023': -2.013393,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 6,
2650.0,'2404247020': -0.10714286, '2404247023': -1.6116072,'2404247020': 2, '2404247023': 2,'2404247020': 2, '2404247023': 6,
2675.0,'2404247020': -0.39285713, '2404247023': -2.09375,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 10,
2700.0,'2404247020': -0.12053572, '2404247023': -1.7276785,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 4,
2725.0,'2404247020': -0.52678573, '2404247023': -2.174107,'2404247020': 3, '2404247023': 2,'2404247020': 6, '2404247023': 4,
2750.0,'2404247020': -1.4285715, '2404247023': -2.6205356,'2404247020': 4, '2404247023': 2,'2404247020': 10, '2404247023': 4,
2775.0,'2404247020': -2.6919644, '2404247023': -2.638393,'2404247020': 5, '2404247023': 2,'2404247020': 12, '2404247023': 3,
2800.0,'2404247020': -2.6517856, '2404247023': -0.19196428,'2404247020': 3, '2404247023': 2,'2404247020': 7, '2404247023': 7,
2825.0,'2404247020': -0.09375, '2404247023': -1.5133928,'2404247020': 3, '2404247023': 3,'2404247020': 3, '2404247023': 15,
2850.0,'2404247020': -0.62946427, '2404247023': -1.1026785,'2404247020': 3, '2404247023': 2,'2404247020': 6, '2404247023': 7,
2875.0,'2404247020': -1.2991072, '2404247023': -1.8303572,'2404247020': 3, '2404247023': 2,'2404247020': 6, '2404247023': 7,
2900.0,'2404247020': -1.5401785, '2404247023': -2.669643,'2404247020': 3, '2404247023': 2,'2404247020': 8, '2404247023': 8,
2925.0,'2404247020': -2.7857144, '2404247023': -3.6607144,'2404247020': 4, '2404247023': 3,'2404247020': 13, '2404247023': 9,
2950.0,'2404247020': -3.767857, '2404247023': -4.0,'2404247020': 4, '2404247023': 3,'2404247020': 12, '2404247023': 9,
2975.0,'2404247020': -4.0, '2404247023': -4.0,'2404247020': 4, '2404247023': 3,'2404247020': 13, '2404247023': 10,
3000.0,'2404247020': -4.0, '2404247023': -4.0,'2404247020': 5, '2404247023': 3,'2404247020': 15, '2404247023': 9,
3025.0,'2404247020': -4.0, '2404247023': -4.0,'2404247020': 6, '2404247023': 4,'2404247020': 18, '2404247023': 12,
3050.0,'2404247020': -4.0, '2404247023': -4.0,'2404247020': 9, '2404247023': 4,'2404247020': 23, '2404247023': 10,
3075.0,'2404247020': -4.0, '2404247023': -4.0,'2404247020': 9, '2404247023': 4,'2404247020': 19, '2404247023': 14,
3100.0,'2404247020': -4.0, '2404247023': -4.0,'2404247020': 10, '2404247023': 4,'2404247020': 22, '2404247023': 16,
3125.0,'2404247020': -4.0, '2404247023': -2.4955356,'2404247020': 9, '2404247023': 3,'2404247020': 16, '2404247023': 11,
3150.0,'2404247020': -3.888393, '2404247023': -3.919643,'2404247020': 7, '2404247023': 3,'2404247020': 11, '2404247023': 17,
3175.0,'2404247020': -1.0089285, '2404247023': -1.5535715,'2404247020': 2, '2404247023': 3,'2404247020': 5, '2404247023': 11,
3200.0,'2404247020': -1.3392857, '2404247023': -2.78125,'2404247020': 2, '2404247023': 3,'2404247020': 6, '2404247023': 11,
3225.0,'2404247020': -0.40625, '2404247023': -2.2142856,'2404247020': 2, '2404247023': 3,'2404247020': 5, '2404247023': 9,
3250.0,'2404247020': -0.53125, '2404247023': -2.580357,'2404247020': 2, '2404247023': 3,'2404247020': 7, '2404247023': 7,
3275.0,'2404247020': -0.74553573, '2404247023': -0.04464286,'2404247020': 4, '2404247023': 1,'2404247020': 8, '2404247023': 3,
3300.0,'2404247020': -0.19196428, '2404247023': -0.5535714,'2404247020': 2, '2404247023': 3,'2404247020': 3, '2404247023': 7,
3325.0,'2404247020': -0.1875, '2404247023': -1.2276785,'2404247020': 1, '2404247023': 3,'2404247020': 1, '2404247023': 7,
3350.0,'2404247020': -0.51339287, '2404247023': -0.87053573,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 5,
3375.0,'2404247020': -0.9776786, '2404247023': -1.0758928,'2404247020': 3, '2404247023': 2,'2404247020': 6, '2404247023': 4,
3400.0,'2404247020': -1.7366072, '2404247023': -1.5669643,'2404247020': 3, '2404247023': 2,'2404247020': 7, '2404247023': 5,
3425.0,'2404247020': -1.8660715, '2404247023': -1.96875,'2404247020': 3, '2404247023': 2,'2404247020': 7, '2404247023': 4,
3450.0,'2404247020': -2.8169644, '2404247023': -2.4330356,'2404247020': 3, '2404247023': 2,'2404247020': 9, '2404247023': 5,
3475.0,'2404247020': -1.6919643, '2404247023': -0.6160714,'2404247020': 3, '2404247023': 1,'2404247020': 7, '2404247023': 3,
3500.0,'2404247020': -0.63839287, '2404247023': -1.1607143,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 8,
3525.0,'2404247020': -1.1830357, '2404247023': -1.4866072,'2404247020': 2, '2404247023': 2,'2404247020': 5, '2404247023': 8,
3550.0,'2404247020': -1.7410715, '2404247023': -1.9821428,'2404247020': 2, '2404247023': 3,'2404247020': 5, '2404247023': 12,
3575.0,'2404247020': -2.299107, '2404247023': -2.8125,'2404247020': 2, '2404247023': 3,'2404247020': 5, '2404247023': 10,
3600.0,'2404247020': -0.12053572, '2404247023': -3.7767856,'2404247020': 1, '2404247023': 3,'2404247020': 2, '2404247023': 13,
