25.0,'2404247020': -0.03125, '2404247023': 0.0,'2404247020': 1, '2404247023': 0,'2404247020': 1, '2404247023': 0,
1175.0,'2404247020': -0.10714286, '2404247023': -0.24553572,'2404247020': 1, '2404247023': 1,'2404247020': 3, '2404247023': 2,
1200.0,'2404247020': -0.49107143, '2404247023': -0.12946428,'2404247020': 1, '2404247023': 1,'2404247020': 4, '2404247023': 2,
1225.0,'2404247020': -1.2410715, '2404247023': -0.33482143,'2404247020': 2, '2404247023': 1,'2404247020': 8, '2404247023': 3,
1250.0,'2404247020': -0.09375, '2404247023': -0.8660714,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 6,
1275.0,'2404247020': -0.44642857, '2404247023': -0.20089285,'2404247020': 3, '2404247023': 2,'2404247020': 4, '2404247023': 4,
1300.0,'2404247020': -0.16517857, '2404247023': -0.78125,'2404247020': 2, '2404247023': 3,'2404247020': 3, '2404247023': 6,
1325.0,'2404247020': -0.60714287, '2404247023': -0.51785713,'2404247020': 2, '2404247023': 1,'2404247020': 6, '2404247023': 4,
1350.0,'2404247020': -1.3258928, '2404247023': -0.45535713,'2404247020': 3, '2404247023': 2,'2404247020': 7, '2404247023': 4,
1375.0,'2404247020': -0.17410715, '2404247023': -0.071428575,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 2,
1400.0,'2404247020': -0.02232143, '2404247023': -0.45982143,'2404247020': 1, '2404247023': 4,'2404247020': 1, '2404247023': 7,
1425.0,'2404247020': -0.36160713, '2404247023': -0.40625,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 5,
1450.0,'2404247020': -0.017857144, '2404247023': -0.83928573,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 4,
1475.0,'2404247020': -0.22321428, '2404247023': -1.2857143,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 4,
1500.0,'2404247020': -0.4955357, '2404247023': -0.15178572,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 2,
1525.0,'2404247020': -0.20535715, '2404247023': -0.70089287,'2404247020': 2, '2404247023': 2,'2404247020': 5, '2404247023': 7,
1550.0,'2404247020': -0.017857144, '2404247023': -0.21875,'2404247020': 1, '2404247023': 3,'2404247020': 1, '2404247023': 6,
1575.0,'2404247020': -0.20535715, '2404247023': -0.20089285,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 3,
1600.0,'2404247020': -0.62053573, '2404247023': -0.5535714,'2404247020': 3, '2404247023': 2,'2404247020': 4, '2404247023': 4,
1625.0,'2404247020': -0.08035714, '2404247023': -0.21875,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 4,
1650.0,'2404247020': -0.375, '2404247023': -0.09375,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 1,
1675.0,'2404247020': -0.9375, '2404247023': -0.3080357,'2404247020': 4, '2404247023': 2,'2404247020': 8, '2404247023': 3,
1700.0,'2404247020': -0.004464286, '2404247023': -0.70535713,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 5,
1725.0,'2404247020': -0.19642857, '2404247023': -0.58035713,'2404247020': 1, '2404247023': 2,'2404247020': 3, '2404247023': 5,
1750.0,'2404247020': -0.013392857, '2404247023': -1.0,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 7,
1775.0,'2404247020': -0.19642857, '2404247023': -1.7276785,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 8,
1800.0,'2404247020': -0.64285713, '2404247023': -0.625,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 4,
1825.0,'2404247020': -0.1875, '2404247023': -1.1964285,'2404247020': 1, '2404247023': 3,'2404247020': 3, '2404247023': 7,
1850.0,'2404247020': -0.05357143, '2404247023': -0.70089287,'2404247020': 2, '2404247023': 2,'2404247020': 2, '2404247023': 5,
1875.0,'2404247020': -0.05357143, '2404247023': -0.94196427,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 5,
1900.0,'2404247020': -0.16964285, '2404247023': -1.53125,'2404247020': 3, '2404247023': 2,'2404247020': 4, '2404247023': 6,
1925.0,'2404247020': -0.13392857, '2404247023': -2.486607,'2404247020': 1, '2404247023': 4,'2404247020': 3, '2404247023': 11,
1950.0,'2404247020': -0.08035714, '2404247023': -0.54464287,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 4,
1975.0,'2404247020': -0.41517857, '2404247023': -0.93303573,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 4,
2000.0,'2404247020': -0.18303572, '2404247023': -0.99553573,'2404247020': 1, '2404247023': 3,'2404247020': 3, '2404247023': 8,
2025.0,'2404247020': -0.71875, '2404247023': -0.625,'2404247020': 3, '2404247023': 2,'2404247020': 7, '2404247023': 4,
2050.0,'2404247020': -0.25, '2404247023': -0.24107143,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 4,
2075.0,'2404247020': -0.35714287, '2404247023': -0.39732143,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 2,
2100.0,'2404247020': -0.81696427, '2404247023': -0.6875,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 3,
2125.0,'2404247020': -0.11160714, '2404247023': -0.26339287,'2404247020': 2, '2404247023': 1,'2404247020': 2, '2404247023': 2,
2150.0,'2404247020': -0.38392857, '2404247023': -0.29017857,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 1,
2175.0,'2404247020': -0.084821425, '2404247023': -0.5,'2404247020': 2, '2404247023': 1,'2404247020': 2, '2404247023': 3,
2200.0,'2404247020': -0.3080357, '2404247023': -1.0580357,'2404247020': 2, '2404247023': 2,'2404247020': 2, '2404247023': 6,
2225.0,'2404247020': -0.73214287, '2404247023': -1.8839285,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 8,
2250.0,'2404247020': -1.2901785, '2404247023': -2.1026785,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 7,
2275.0,'2404247020': -0.084821425, '2404247023': -2.8660715,'2404247020': 1, '2404247023': 4,'2404247020': 3, '2404247023': 10,
2300.0,'2404247020': -0.50446427, '2404247023': -0.04017857,'2404247020': 2, '2404247023': 1,'2404247020': 5, '2404247023': 1,
2325.0,'2404247020': 0.0, '2404247023': -0.10714286,'2404247020': 0, '2404247023': 1,'2404247020': 0, '2404247023': 2,
2350.0,'2404247020': -0.12053572, '2404247023': -0.26339287,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 2,
2375.0,'2404247020': -0.39285713, '2404247023': -0.51785713,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 3,
2400.0,'2404247020': -0.125, '2404247023': -0.09375,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 1,
2425.0,'2404247020': -0.42857143, '2404247023': -0.15178572,'2404247020': 2, '2404247023': 1,'2404247020': 5, '2404247023': 3,
2450.0,'2404247020': -0.004464286, '2404247023': -0.59821427,'2404247020': 1, '2404247023': 3,'2404247020': 1, '2404247023': 6,
2475.0,'2404247020': -0.04910714, '2404247023': -0.3794643,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 3,
2500.0,'2404247020': -0.375, '2404247023': -0.3169643,'2404247020': 3, '2404247023': 1,'2404247020': 4, '2404247023': 4,
2525.0,'2404247020': -0.084821425, '2404247023': -0.78571427,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 6,
2550.0,'2404247020': -0.2857143, '2404247023': -0.65625,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 4,
2575.0,'2404247020': -0.54910713, '2404247023': -0.8526786,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 6,
2600.0,'2404247020': -1.0803572, '2404247023': -1.4330357,'2404247020': 3, '2404247023': 3,'2404247020': 6, '2404247023': 6,
2625.0,'2404247020': -2.0089285, '2404247023': -0.25,'2404247020': 4, '2404247023': 1,'2404247020': 10, '2404247023': 3,
2650.0,'2404247020': -0.17410715, '2404247023': -0.58928573,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 7,
2675.0,'2404247020': -0.61160713, '2404247023': -0.7723214,'2404247020': 3, '2404247023': 2,'2404247020': 4, '2404247023': 5,
2700.0,'2404247020': -0.17410715, '2404247023': -1.09375,'2404247020': 2, '2404247023': 2,'2404247020': 2, '2404247023': 4,
2725.0,'2404247020': -0.41964287, '2404247023': -0.34375,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 5,
2750.0,'2404247020': -0.22767857, '2404247023': -0.34375,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 3,
2775.0,'2404247020': -0.67410713, '2404247023': -0.8660714,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 5,
2800.0,'2404247020': -0.116071425, '2404247023': -0.6875,'2404247020': 1, '2404247023': 3,'2404247020': 3, '2404247023': 7,
2825.0,'2404247020': -0.058035713, '2404247023': -1.46875,'2404247020': 2, '2404247023': 3,'2404247020': 3, '2404247023': 7,
2850.0,'2404247020': -0.5625, '2404247023': -0.5625,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 4,
2875.0,'2404247020': -1.2142857, '2404247023': -1.3035715,'2404247020': 3, '2404247023': 2,'2404247020': 6, '2404247023': 8,
2900.0,'2404247020': -0.084821425, '2404247023': -2.21875,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 11,
2925.0,'2404247020': -0.10714286, '2404247023': -1.9508928,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 8,
2950.0,'2404247020': -0.5535714, '2404247023': -1.5714285,'2404247020': 2, '2404247023': 3,'2404247020': 4, '2404247023': 5,
2975.0,'2404247020': -1.0669643, '2404247023': -0.25892857,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 3,
3000.0,'2404247020': -0.16964285, '2404247023': -0.26339287,'2404247020': 1, '2404247023': 1,'2404247020': 3, '2404247023': 5,
3025.0,'2404247020': -0.62053573, '2404247023': -0.11160714,'2404247020': 2, '2404247023': 2,'2404247020': 6, '2404247023': 3,
3050.0,'2404247020': 0.0, '2404247023': -0.3125,'2404247020': 0, '2404247023': 1,'2404247020': 0, '2404247023': 2,
3075.0,'2404247020': -0.058035713, '2404247023': -0.47767857,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 5,
3100.0,'2404247020': -0.36607143, '2404247023': -0.49107143,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 2,
3125.0,'2404247020': -0.05357143, '2404247023': -0.74553573,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 4,
3150.0,'2404247020': 0.0, '2404247023': -0.125,'2404247020': 0, '2404247023': 1,'2404247020': 0, '2404247023': 3,
3175.0,'2404247020': -0.07589286, '2404247023': -0.116071425,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 2,
3200.0,'2404247020': 0.0, '2404247023': -0.41964287,'2404247020': 0, '2404247023': 2,'2404247020': 0, '2404247023': 4,
3225.0,'2404247020': -0.13392857, '2404247023': -0.035714287,'2404247020': 2, '2404247023': 1,'2404247020': 2, '2404247023': 1,
3250.0,'2404247020': -0.4419643, '2404247023': -0.116071425,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 2,
3275.0,'2404247020': -0.83035713, '2404247023': -0.4375,'2404247020': 3, '2404247023': 1,'2404247020': 4, '2404247023': 3,
3300.0,'2404247020': -1.3258928, '2404247023': -0.008928572,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 1,
3325.0,'2404247020': -0.16071428, '2404247023': -0.20982143,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 4,
3350.0,'2404247020': -0.5, '2404247023': -0.55803573,'2404247020': 1, '2404247023': 1,'2404247020': 4, '2404247023': 5,
3375.0,'2404247020': -0.17857143, '2404247023': -0.017857144,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 1,
3400.0,'2404247020': -0.80803573, '2404247023': -0.15178572,'2404247020': 3, '2404247023': 1,'2404247020': 6, '2404247023': 2,
3425.0,'2404247020': -0.09375, '2404247023': -0.13839285,'2404247020': 1, '2404247023': 1,'2404247020': 3, '2404247023': 4,
3450.0,'2404247020': -0.5, '2404247023': -0.38839287,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 3,
3475.0,'2404247020': -0.23214285, '2404247023': -0.084821425,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 1,
3500.0,'2404247020': -0.14732143, '2404247023': -0.25,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 6,
3525.0,'2404247020': -0.02232143, '2404247023': -0.12946428,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 3,
3550.0,'2404247020': -0.18303572, '2404247023': -0.48214287,'2404247020': 2, '2404247023': 2,'2404247020': 2, '2404247023': 5,
3575.0,'2404247020': -0.5089286, '2404247023': -0.3794643,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 3,
3600.0,'2404247020': -0.84375, '2404247023': -0.8035714,'2404247020': 2, '2404247023': 3,'2404247020': 3, '2404247023': 5,
