25.0,'2404247020': -0.035714287, '2404247023': 0.0,'2404247020': 1, '2404247023': 0,'2404247020': 1, '2404247023': 0,
2900.0,'2404247020': -0.15178572, '2404247023': -0.98660713,'2404247020': 1, '2404247023': 2,'2404247020': 3, '2404247023': 7,
2925.0,'2404247020': -0.09375, '2404247023': -1.0535715,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 6,
2950.0,'2404247020': -0.54464287, '2404247023': -1.1026785,'2404247020': 3, '2404247023': 3,'2404247020': 5, '2404247023': 5,
2975.0,'2404247020': -1.1696428, '2404247023': -1.6607143,'2404247020': 3, '2404247023': 3,'2404247020': 6, '2404247023': 5,
3000.0,'2404247020': -0.084821425, '2404247023': -2.0,'2404247020': 1, '2404247023': 3,'2404247020': 3, '2404247023': 7,
3025.0,'2404247020': -0.47767857, '2404247023': -2.3526785,'2404247020': 2, '2404247023': 3,'2404247020': 5, '2404247023': 8,
3050.0,'2404247020': 0.0, '2404247023': -2.5223215,'2404247020': 0, '2404247023': 3,'2404247020': 0, '2404247023': 6,
3075.0,'2404247020': -0.12946428, '2404247023': -3.1919644,'2404247020': 1, '2404247023': 3,'2404247020': 3, '2404247023': 6,
3100.0,'2404247020': -0.11160714, '2404247023': -3.861607,'2404247020': 1, '2404247023': 3,'2404247020': 2, '2404247023': 6,
3125.0,'2404247020': -0.39285713, '2404247023': -4.0,'2404247020': 2, '2404247023': 3,'2404247020': 4, '2404247023': 6,
3150.0,'2404247020': -1.2098215, '2404247023': -4.0,'2404247020': 6, '2404247023': 3,'2404247020': 9, '2404247023': 6,
3175.0,'2404247020': -2.482143, '2404247023': -4.0,'2404247020': 8, '2404247023': 3,'2404247020': 13, '2404247023': 7,
3200.0,'2404247020': -3.0044644, '2404247023': -4.0,'2404247020': 10, '2404247023': 3,'2404247020': 13, '2404247023': 6,
3225.0,'2404247020': -4.0, '2404247023': -0.20089285,'2404247020': 10, '2404247023': 1,'2404247020': 17, '2404247023': 2,
3250.0,'2404247020': -4.0, '2404247023': -0.47767857,'2404247020': 11, '2404247023': 3,'2404247020': 15, '2404247023': 6,
3275.0,'2404247020': -4.0, '2404247023': -1.1517857,'2404247020': 11, '2404247023': 3,'2404247020': 19, '2404247023': 7,
3300.0,'2404247020': -2.1339285, '2404247023': -1.2857143,'2404247020': 4, '2404247023': 2,'2404247020': 8, '2404247023': 8,
3325.0,'2404247020': -2.9910715, '2404247023': -1.875,'2404247020': 4, '2404247023': 3,'2404247020': 8, '2404247023': 8,
3350.0,'2404247020': -0.9285714, '2404247023': -0.3080357,'2404247020': 1, '2404247023': 2,'2404247020': 3, '2404247023': 3,
3375.0,'2404247020': -1.3080357, '2404247023': -0.87946427,'2404247020': 2, '2404247023': 4,'2404247020': 5, '2404247023': 8,
3400.0,'2404247020': -0.13839285, '2404247023': -0.5625,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 5,
3425.0,'2404247020': -0.7589286, '2404247023': -1.1160715,'2404247020': 3, '2404247023': 2,'2404247020': 6, '2404247023': 8,
3450.0,'2404247020': -1.4285715, '2404247023': -2.125,'2404247020': 3, '2404247023': 3,'2404247020': 6, '2404247023': 11,
3475.0,'2404247020': -2.0982144, '2404247023': -3.0669644,'2404247020': 3, '2404247023': 2,'2404247020': 6, '2404247023': 11,
3500.0,'2404247020': -2.767857, '2404247023': -3.1964285,'2404247020': 3, '2404247023': 2,'2404247020': 6, '2404247023': 8,
3525.0,'2404247020': -3.4375, '2404247023': -4.0,'2404247020': 3, '2404247023': 4,'2404247020': 6, '2404247023': 11,
3550.0,'2404247020': -0.2857143, '2404247023': -4.0,'2404247020': 2, '2404247023': 4,'2404247020': 6, '2404247023': 14,
3575.0,'2404247020': -0.4330357, '2404247023': -4.0,'2404247020': 3, '2404247023': 4,'2404247020': 5, '2404247023': 13,
3600.0,'2404247020': -0.9910714, '2404247023': -4.0,'2404247020': 3, '2404247023': 4,'2404247020': 5, '2404247023': 14,
