25.0,'2404247020': -0.004464286, '2404247023': 0.0,'2404247020': 1, '2404247023': 0,'2404247020': 1, '2404247023': 0,
725.0,'2404247020': -2.28125, '2404247023': -4.0,'2404247020': 2, '2404247023': 5,'2404247020': 5, '2404247023': 15,
750.0,'2404247020': -2.8392856, '2404247023': -4.0,'2404247020': 2, '2404247023': 5,'2404247020': 5, '2404247023': 15,
775.0,'2404247020': -1.5982143, '2404247023': -4.0,'2404247020': 2, '2404247023': 6,'2404247020': 4, '2404247023': 16,
800.0,'2404247020': -0.4642857, '2404247023': -4.0,'2404247020': 2, '2404247023': 4,'2404247020': 4, '2404247023': 13,
825.0,'2404247020': -1.2410715, '2404247023': -4.0,'2404247020': 4, '2404247023': 3,'2404247020': 9, '2404247023': 10,
850.0,'2404247020': -2.2901785, '2404247023': -4.0,'2404247020': 4, '2404247023': 3,'2404247020': 10, '2404247023': 10,
875.0,'2404247020': -3.5982144, '2404247023': -4.0,'2404247020': 6, '2404247023': 3,'2404247020': 13, '2404247023': 9,
900.0,'2404247020': -4.0, '2404247023': -2.9330356,'2404247020': 6, '2404247023': 3,'2404247020': 14, '2404247023': 11,
925.0,'2404247020': -4.0, '2404247023': -2.59375,'2404247020': 6, '2404247023': 2,'2404247020': 15, '2404247023': 7,
950.0,'2404247020': -3.732143, '2404247023': -2.4107144,'2404247020': 4, '2404247023': 2,'2404247020': 10, '2404247023': 5,
975.0,'2404247020': -4.0, '2404247023': -2.96875,'2404247020': 7, '2404247023': 2,'2404247020': 14, '2404247023': 5,
1000.0,'2404247020': -4.0, '2404247023': -2.5669644,'2404247020': 9, '2404247023': 2,'2404247020': 18, '2404247023': 3,
1025.0,'2404247020': -4.0, '2404247023': -2.59375,'2404247020': 11, '2404247023': 2,'2404247020': 15, '2404247023': 8,
1050.0,'2404247020': -4.0, '2404247023': -0.90178573,'2404247020': 11, '2404247023': 2,'2404247020': 21, '2404247023': 7,
1075.0,'2404247020': -3.4375, '2404247023': -0.375,'2404247020': 5, '2404247023': 2,'2404247020': 10, '2404247023': 5,
1100.0,'2404247020': -1.53125, '2404247023': -0.93303573,'2404247020': 3, '2404247023': 2,'2404247020': 11, '2404247023': 5,
1125.0,'2404247020': -1.6785715, '2404247023': -0.13839285,'2404247020': 3, '2404247023': 2,'2404247020': 11, '2404247023': 4,
1150.0,'2404247020': -1.9419643, '2404247023': -0.71428573,'2404247020': 4, '2404247023': 3,'2404247020': 10, '2404247023': 7,
1175.0,'2404247020': -1.5714285, '2404247023': -1.09375,'2404247020': 5, '2404247023': 2,'2404247020': 9, '2404247023': 7,
1200.0,'2404247020': -1.7589285, '2404247023': -1.1919643,'2404247020': 5, '2404247023': 2,'2404247020': 9, '2404247023': 8,
1225.0,'2404247020': -3.2232144, '2404247023': -0.64285713,'2404247020': 5, '2404247023': 2,'2404247020': 16, '2404247023': 6,
1250.0,'2404247020': -0.26785713, '2404247023': -1.0401785,'2404247020': 3, '2404247023': 1,'2404247020': 6, '2404247023': 6,
1275.0,'2404247020': -0.27232143, '2404247023': -1.1651785,'2404247020': 3, '2404247023': 3,'2404247020': 4, '2404247023': 6,
1300.0,'2404247020': -0.98214287, '2404247023': -0.125,'2404247020': 3, '2404247023': 1,'2404247020': 10, '2404247023': 2,
1325.0,'2404247020': -0.17410715, '2404247023': -0.14285715,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 4,
1350.0,'2404247020': -0.66071427, '2404247023': -0.69196427,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 5,
1375.0,'2404247020': -0.058035713, '2404247023': -0.38392857,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 4,
1400.0,'2404247020': -0.035714287, '2404247023': -0.70089287,'2404247020': 2, '2404247023': 2,'2404247020': 2, '2404247023': 5,
1425.0,'2404247020': -0.18303572, '2404247023': -0.12946428,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 4,
1450.0,'2404247020': -0.6875, '2404247023': -0.87946427,'2404247020': 2, '2404247023': 2,'2404247020': 5, '2404247023': 9,
1475.0,'2404247020': -1.4910715, '2404247023': -0.17857143,'2404247020': 4, '2404247023': 1,'2404247020': 10, '2404247023': 2,
1500.0,'2404247020': -0.04017857, '2404247023': -0.084821425,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 2,
1525.0,'2404247020': -0.36160713, '2404247023': -0.41517857,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 4,
1550.0,'2404247020': -0.24107143, '2404247023': -0.9285714,'2404247020': 1, '2404247023': 1,'2404247020': 4, '2404247023': 6,
1575.0,'2404247020': -0.102678575, '2404247023': -0.91071427,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 4,
1600.0,'2404247020': -0.52678573, '2404247023': -1.2633928,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 4,
1625.0,'2404247020': -1.0848215, '2404247023': -1.7589285,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 5,
1650.0,'2404247020': -0.084821425, '2404247023': -0.4330357,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 4,
1675.0,'2404247020': -0.14732143, '2404247023': -0.42857143,'2404247020': 2, '2404247023': 1,'2404247020': 2, '2404247023': 3,
1700.0,'2404247020': -0.3705357, '2404247023': -0.76339287,'2404247020': 2, '2404247023': 1,'2404247020': 2, '2404247023': 3,
1725.0,'2404247020': -0.6875, '2404247023': -1.21875,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 6,
1750.0,'2404247020': -1.125, '2404247023': -2.1473215,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 9,
1775.0,'2404247020': -1.6830357, '2404247023': -0.5223214,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 4,
1800.0,'2404247020': -2.2410715, '2404247023': -0.96875,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 4,
1825.0,'2404247020': -0.18303572, '2404247023': -1.1696428,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 7,
1850.0,'2404247020': -0.125, '2404247023': -1.0758928,'2404247020': 2, '2404247023': 2,'2404247020': 2, '2404247023': 6,
1875.0,'2404247020': -0.5625, '2404247023': -0.25,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 2,
1900.0,'2404247020': -1.1785715, '2404247023': -0.50446427,'2404247020': 3, '2404247023': 1,'2404247020': 6, '2404247023': 3,
1925.0,'2404247020': -0.06696428, '2404247023': -0.21428572,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 4,
1950.0,'2404247020': -0.46875, '2404247023': -0.6473214,'2404247020': 3, '2404247023': 3,'2404247020': 6, '2404247023': 5,
1975.0,'2404247020': 0.0, '2404247023': -1.2544643,'2404247020': 0, '2404247023': 2,'2404247020': 0, '2404247023': 6,
2000.0,'2404247020': -0.09821428, '2404247023': -0.3794643,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 5,
2025.0,'2404247020': 0.0, '2404247023': -0.9375,'2404247020': 0, '2404247023': 2,'2404247020': 0, '2404247023': 5,
2050.0,'2404247020': 0.0, '2404247023': -0.55803573,'2404247020': 0, '2404247023': 1,'2404247020': 0, '2404247023': 2,
2075.0,'2404247020': -0.15178572, '2404247023': -0.15625,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 2,
2100.0,'2404247020': -0.5848214, '2404247023': -0.4375,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 5,
2125.0,'2404247020': -1.1428572, '2404247023': -1.1830357,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 8,
2150.0,'2404247020': -0.04910714, '2404247023': -1.4285715,'2404247020': 1, '2404247023': 3,'2404247020': 1, '2404247023': 7,
2175.0,'2404247020': -0.47767857, '2404247023': -0.48214287,'2404247020': 2, '2404247023': 1,'2404247020': 7, '2404247023': 4,
2200.0,'2404247020': -0.08035714, '2404247023': -0.47767857,'2404247020': 3, '2404247023': 2,'2404247020': 3, '2404247023': 5,
2225.0,'2404247020': -0.58035713, '2404247023': -1.1964285,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 7,
2250.0,'2404247020': -1.1383928, '2404247023': -1.7276785,'2404247020': 3, '2404247023': 3,'2404247020': 5, '2404247023': 8,
2275.0,'2404247020': -1.7678572, '2404247023': -2.6205356,'2404247020': 3, '2404247023': 3,'2404247020': 6, '2404247023': 8,
2300.0,'2404247020': -2.4375, '2404247023': -3.7276785,'2404247020': 3, '2404247023': 3,'2404247020': 6, '2404247023': 12,
2325.0,'2404247020': -0.05357143, '2404247023': -4.0,'2404247020': 1, '2404247023': 3,'2404247020': 1, '2404247023': 13,
2350.0,'2404247020': -0.1875, '2404247023': -1.0267857,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 4,
2375.0,'2404247020': -0.09375, '2404247023': -0.26339287,'2404247020': 1, '2404247023': 1,'2404247020': 3, '2404247023': 5,
2400.0,'2404247020': -0.23214285, '2404247023': -0.95535713,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 8,
2425.0,'2404247020': -0.45089287, '2404247023': -0.70089287,'2404247020': 3, '2404247023': 2,'2404247020': 4, '2404247023': 4,
2450.0,'2404247020': -0.8973214, '2404247023': -1.2544643,'2404247020': 3, '2404247023': 2,'2404247020': 4, '2404247023': 7,
2475.0,'2404247020': -0.125, '2404247023': -0.38839287,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 3,
2500.0,'2404247020': -0.06696428, '2404247023': -0.5223214,'2404247020': 2, '2404247023': 2,'2404247020': 2, '2404247023': 4,
2525.0,'2404247020': -0.46875, '2404247023': -0.95535713,'2404247020': 3, '2404247023': 3,'2404247020': 4, '2404247023': 6,
2550.0,'2404247020': -0.08928572, '2404247023': -1.4821428,'2404247020': 1, '2404247023': 3,'2404247020': 1, '2404247023': 7,
2575.0,'2404247020': -0.11160714, '2404247023': -1.9151785,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 7,
2600.0,'2404247020': -0.5535714, '2404247023': -1.8035715,'2404247020': 3, '2404247023': 3,'2404247020': 4, '2404247023': 13,
2625.0,'2404247020': -0.11160714, '2404247023': -3.107143,'2404247020': 1, '2404247023': 3,'2404247020': 2, '2404247023': 13,
2650.0,'2404247020': -0.14285715, '2404247023': -4.0,'2404247020': 2, '2404247023': 3,'2404247020': 2, '2404247023': 13,
2675.0,'2404247020': -0.4017857, '2404247023': -3.736607,'2404247020': 2, '2404247023': 3,'2404247020': 3, '2404247023': 9,
2700.0,'2404247020': -0.85714287, '2404247023': -4.0,'2404247020': 3, '2404247023': 3,'2404247020': 5, '2404247023': 13,
2725.0,'2404247020': -0.08928572, '2404247023': -4.0,'2404247020': 1, '2404247023': 5,'2404247020': 2, '2404247023': 15,
2750.0,'2404247020': -0.4375, '2404247023': -1.1294643,'2404247020': 2, '2404247023': 2,'2404247020': 5, '2404247023': 5,
2775.0,'2404247020': -0.09375, '2404247023': -0.09375,'2404247020': 2, '2404247023': 1,'2404247020': 2, '2404247023': 2,
2800.0,'2404247020': -0.34375, '2404247023': -0.23660715,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 4,
2825.0,'2404247020': -0.7901786, '2404247023': -0.22321428,'2404247020': 3, '2404247023': 1,'2404247020': 4, '2404247023': 3,
2850.0,'2404247020': -1.4419643, '2404247023': -0.7276786,'2404247020': 3, '2404247023': 2,'2404247020': 6, '2404247023': 7,
2875.0,'2404247020': -2.111607, '2404247023': -1.2276785,'2404247020': 3, '2404247023': 3,'2404247020': 6, '2404247023': 8,
2900.0,'2404247020': -2.78125, '2404247023': -2.263393,'2404247020': 3, '2404247023': 3,'2404247020': 6, '2404247023': 10,
2925.0,'2404247020': -3.450893, '2404247023': -3.53125,'2404247020': 3, '2404247023': 4,'2404247020': 6, '2404247023': 13,
2950.0,'2404247020': -4.0, '2404247023': -4.0,'2404247020': 3, '2404247023': 4,'2404247020': 6, '2404247023': 13,
2975.0,'2404247020': -0.08035714, '2404247023': -4.0,'2404247020': 1, '2404247023': 3,'2404247020': 1, '2404247023': 13,
3000.0,'2404247020': -0.29464287, '2404247023': -4.0,'2404247020': 2, '2404247023': 3,'2404247020': 4, '2404247023': 13,
3025.0,'2404247020': -0.7410714, '2404247023': -4.0,'2404247020': 2, '2404247023': 4,'2404247020': 4, '2404247023': 13,
3050.0,'2404247020': -1.21875, '2404247023': -4.0,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 11,
3075.0,'2404247020': -1.7767857, '2404247023': -4.0,'2404247020': 3, '2404247023': 3,'2404247020': 5, '2404247023': 14,
3100.0,'2404247020': -2.3348215, '2404247023': -4.0,'2404247020': 3, '2404247023': 3,'2404247020': 5, '2404247023': 15,
3125.0,'2404247020': -0.09821428, '2404247023': -2.21875,'2404247020': 1, '2404247023': 2,'2404247020': 4, '2404247023': 7,
3150.0,'2404247020': -0.7723214, '2404247023': -1.2589285,'2404247020': 2, '2404247023': 1,'2404247020': 7, '2404247023': 4,
3175.0,'2404247020': -0.19196428, '2404247023': -1.0803572,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 5,
3200.0,'2404247020': -0.52678573, '2404247023': -1.2410715,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 3,
3225.0,'2404247020': -0.10714286, '2404247023': -0.12053572,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 3,
3250.0,'2404247020': 0.0, '2404247023': -0.14285715,'2404247020': 0, '2404247023': 1,'2404247020': 0, '2404247023': 1,
3275.0,'2404247020': -0.035714287, '2404247023': -0.59375,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 6,
3300.0,'2404247020': -0.14285715, '2404247023': -0.19642857,'2404247020': 1, '2404247023': 1,'2404247020': 4, '2404247023': 3,
3325.0,'2404247020': -0.64285713, '2404247023': -0.008928572,'2404247020': 2, '2404247023': 1,'2404247020': 5, '2404247023': 1,
3350.0,'2404247020': -0.15625, '2404247023': -0.41517857,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 5,
3375.0,'2404247020': -0.59375, '2404247023': -0.29910713,'2404247020': 3, '2404247023': 1,'2404247020': 6, '2404247023': 2,
3400.0,'2404247020': -0.026785715, '2404247023': -0.33482143,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 3,
3425.0,'2404247020': -0.19642857, '2404247023': -0.73214287,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 6,
3450.0,'2404247020': -0.17857143, '2404247023': 0.0,'2404247020': 2, '2404247023': 0,'2404247020': 3, '2404247023': 0,
3475.0,'2404247020': -0.14285715, '2404247023': -0.035714287,'2404247020': 2, '2404247023': 1,'2404247020': 2, '2404247023': 2,
3500.0,'2404247020': -0.058035713, '2404247023': -0.40625,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 5,
3525.0,'2404247020': -0.23660715, '2404247023': -0.13392857,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 2,
3550.0,'2404247020': -0.26339287, '2404247023': -0.04017857,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 1,
3575.0,'2404247020': -0.16071428, '2404247023': -0.34375,'2404247020': 2, '2404247023': 2,'2404247020': 2, '2404247023': 4,
3600.0,'2404247020': -0.4419643, '2404247023': -0.7901786,'2404247020': 3, '2404247023': 2,'2404247020': 3, '2404247023': 4,
