25.0,'2404247020': -0.004464286, '2404247023': 0.0,'2404247020': 1, '2404247023': 0,'2404247020': 1, '2404247023': 0,
1000.0,'2404247020': -0.47767857, '2404247023': -1.6428572,'2404247020': 3, '2404247023': 3,'2404247020': 5, '2404247023': 4,
1025.0,'2404247020': -0.24553572, '2404247023': -1.5580357,'2404247020': 2, '2404247023': 3,'2404247020': 3, '2404247023': 5,
1050.0,'2404247020': -0.15625, '2404247023': -0.48214287,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 5,
1075.0,'2404247020': -0.15178572, '2404247023': -0.33035713,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 5,
1100.0,'2404247020': -0.116071425, '2404247023': -0.15625,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 2,
1125.0,'2404247020': -0.48660713, '2404247023': -0.42857143,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 3,
1150.0,'2404247020': -1.0446428, '2404247023': -0.76339287,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 3,
1175.0,'2404247020': -0.04910714, '2404247023': -0.29910713,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 5,
1200.0,'2404247020': -0.3392857, '2404247023': -0.3392857,'2404247020': 1, '2404247023': 1,'2404247020': 3, '2404247023': 3,
1225.0,'2404247020': -0.21875, '2404247023': -0.3482143,'2404247020': 3, '2404247023': 2,'2404247020': 4, '2404247023': 5,
1250.0,'2404247020': -0.71875, '2404247023': -0.80803573,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 6,
1275.0,'2404247020': -1.3392857, '2404247023': -0.74553573,'2404247020': 3, '2404247023': 2,'2404247020': 6, '2404247023': 7,
1300.0,'2404247020': -0.17857143, '2404247023': -0.8214286,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 6,
1325.0,'2404247020': -0.23660715, '2404247023': -1.1651785,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 4,
1350.0,'2404247020': -0.14732143, '2404247023': -1.6116072,'2404247020': 2, '2404247023': 2,'2404247020': 2, '2404247023': 4,
1375.0,'2404247020': -0.004464286, '2404247023': -2.0580356,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 4,
1400.0,'2404247020': -0.02232143, '2404247023': -0.8348214,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 6,
1425.0,'2404247020': -0.084821425, '2404247023': -1.0580357,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 4,
1450.0,'2404247020': -0.12053572, '2404247023': -1.5044643,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 7,
1475.0,'2404247020': 0.0, '2404247023': -1.78125,'2404247020': 0, '2404247023': 2,'2404247020': 0, '2404247023': 5,
1500.0,'2404247020': -0.16517857, '2404247023': -1.8035715,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 4,
1525.0,'2404247020': -0.29017857, '2404247023': -0.33035713,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 3,
1550.0,'2404247020': -0.29910713, '2404247023': -0.7410714,'2404247020': 1, '2404247023': 1,'2404247020': 5, '2404247023': 5,
1575.0,'2404247020': -0.08035714, '2404247023': -1.4955357,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 8,
1600.0,'2404247020': -0.06696428, '2404247023': -2.7098215,'2404247020': 1, '2404247023': 3,'2404247020': 1, '2404247023': 14,
1625.0,'2404247020': -0.12053572, '2404247023': -3.9107144,'2404247020': 1, '2404247023': 3,'2404247020': 2, '2404247023': 13,
1650.0,'2404247020': -0.22767857, '2404247023': -0.42410713,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 4,
1675.0,'2404247020': -0.15178572, '2404247023': -0.56696427,'2404247020': 2, '2404247023': 2,'2404247020': 2, '2404247023': 4,
1700.0,'2404247020': -0.375, '2404247023': -0.75446427,'2404247020': 2, '2404247023': 2,'2404247020': 2, '2404247023': 3,
1725.0,'2404247020': -0.14285715, '2404247023': -1.1919643,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 5,
1750.0,'2404247020': -0.06696428, '2404247023': -2.017857,'2404247020': 1, '2404247023': 3,'2404247020': 1, '2404247023': 9,
1775.0,'2404247020': -0.36607143, '2404247023': -0.22321428,'2404247020': 3, '2404247023': 1,'2404247020': 4, '2404247023': 2,
1800.0,'2404247020': -0.05357143, '2404247023': -0.3080357,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 3,
1825.0,'2404247020': -0.5401786, '2404247023': -0.08035714,'2404247020': 2, '2404247023': 1,'2404247020': 7, '2404247023': 2,
1850.0,'2404247020': -0.04017857, '2404247023': -0.3705357,'2404247020': 1, '2404247023': 2,'2404247020': 1, '2404247023': 6,
1875.0,'2404247020': 0.0, '2404247023': -0.67410713,'2404247020': 0, '2404247023': 2,'2404247020': 0, '2404247023': 4,
1900.0,'2404247020': -0.20535715, '2404247023': -0.53571427,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 3,
1925.0,'2404247020': -0.68303573, '2404247023': -0.9910714,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 6,
1950.0,'2404247020': -0.09821428, '2404247023': -1.4776785,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 5,
1975.0,'2404247020': 0.0, '2404247023': -1.1830357,'2404247020': 0, '2404247023': 2,'2404247020': 0, '2404247023': 4,
2000.0,'2404247020': -0.026785715, '2404247023': -1.625,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 6,
2025.0,'2404247020': -0.4642857, '2404247023': -2.1785715,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 5,
2050.0,'2404247020': -0.99553573, '2404247023': -0.9464286,'2404247020': 2, '2404247023': 1,'2404247020': 5, '2404247023': 3,
2075.0,'2404247020': -0.65178573, '2404247023': -0.17857143,'2404247020': 2, '2404247023': 1,'2404247020': 9, '2404247023': 3,
2100.0,'2404247020': -0.18303572, '2404247023': -0.19642857,'2404247020': 3, '2404247023': 2,'2404247020': 5, '2404247023': 3,
2125.0,'2404247020': -0.7410714, '2404247023': -0.14732143,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 1,
2150.0,'2404247020': -1.2991072, '2404247023': -0.15178572,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 3,
2175.0,'2404247020': -0.18303572, '2404247023': -0.47767857,'2404247020': 2, '2404247023': 2,'2404247020': 3, '2404247023': 6,
2200.0,'2404247020': -0.5848214, '2404247023': -0.09375,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 1,
2225.0,'2404247020': -0.1875, '2404247023': -0.2544643,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 4,
2250.0,'2404247020': -0.54910713, '2404247023': -0.19196428,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 3,
2275.0,'2404247020': -1.0714285, '2404247023': -0.13839285,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 1,
2300.0,'2404247020': -1.6428572, '2404247023': -0.15625,'2404247020': 3, '2404247023': 1,'2404247020': 6, '2404247023': 2,
2325.0,'2404247020': -2.3125, '2404247023': -0.3794643,'2404247020': 3, '2404247023': 1,'2404247020': 6, '2404247023': 2,
2350.0,'2404247020': -3.15625, '2404247023': -0.4375,'2404247020': 3, '2404247023': 2,'2404247020': 8, '2404247023': 3,
2375.0,'2404247020': -0.06696428, '2404247023': -0.09375,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 2,
2400.0,'2404247020': -0.33482143, '2404247023': -0.08928572,'2404247020': 1, '2404247023': 1,'2404247020': 3, '2404247023': 2,
2425.0,'2404247020': -0.04910714, '2404247023': -0.25,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 2,
2450.0,'2404247020': -0.3392857, '2404247023': -0.4732143,'2404247020': 2, '2404247023': 1,'2404247020': 5, '2404247023': 2,
2475.0,'2404247020': -0.03125, '2404247023': -0.6964286,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 2,
2500.0,'2404247020': -0.07589286, '2404247023': -0.98214287,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 4,
2525.0,'2404247020': -0.12946428, '2404247023': -1.5044643,'2404247020': 3, '2404247023': 2,'2404247020': 3, '2404247023': 6,
2550.0,'2404247020': -0.5625, '2404247023': -2.325893,'2404247020': 3, '2404247023': 2,'2404247020': 4, '2404247023': 8,
2575.0,'2404247020': -0.04464286, '2404247023': -3.075893,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 9,
2600.0,'2404247020': -0.35267857, '2404247023': -0.08928572,'2404247020': 2, '2404247023': 1,'2404247020': 4, '2404247023': 2,
2625.0,'2404247020': -0.013392857, '2404247023': -0.17410715,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 3,
2650.0,'2404247020': -0.29910713, '2404247023': -0.48660713,'2404247020': 2, '2404247023': 3,'2404247020': 4, '2404247023': 6,
2675.0,'2404247020': -0.058035713, '2404247023': -0.9464286,'2404247020': 1, '2404247023': 3,'2404247020': 3, '2404247023': 5,
2700.0,'2404247020': -0.013392857, '2404247023': -1.5848215,'2404247020': 1, '2404247023': 3,'2404247020': 1, '2404247023': 6,
2725.0,'2404247020': -0.13839285, '2404247023': -1.4330357,'2404247020': 2, '2404247023': 3,'2404247020': 2, '2404247023': 6,
2750.0,'2404247020': -0.5089286, '2404247023': -1.7366072,'2404247020': 3, '2404247023': 3,'2404247020': 5, '2404247023': 5,
2775.0,'2404247020': -1.1294643, '2404247023': -2.294643,'2404247020': 3, '2404247023': 3,'2404247020': 6, '2404247023': 5,
2800.0,'2404247020': -1.7991072, '2404247023': -0.16964285,'2404247020': 3, '2404247023': 1,'2404247020': 6, '2404247023': 4,
2825.0,'2404247020': -2.46875, '2404247023': -0.53125,'2404247020': 3, '2404247023': 2,'2404247020': 6, '2404247023': 6,
2850.0,'2404247020': -0.0625, '2404247023': -1.0535715,'2404247020': 1, '2404247023': 3,'2404247020': 1, '2404247023': 11,
2875.0,'2404247020': -0.2767857, '2404247023': -1.5803572,'2404247020': 1, '2404247023': 5,'2404247020': 2, '2404247023': 11,
2900.0,'2404247020': -0.3392857, '2404247023': -2.107143,'2404247020': 2, '2404247023': 5,'2404247020': 5, '2404247023': 10,
2925.0,'2404247020': -0.75446427, '2404247023': -2.950893,'2404247020': 3, '2404247023': 5,'2404247020': 7, '2404247023': 9,
2950.0,'2404247020': -1.5892857, '2404247023': -3.955357,'2404247020': 3, '2404247023': 5,'2404247020': 8, '2404247023': 9,
2975.0,'2404247020': -0.88839287, '2404247023': -0.16071428,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 4,
3000.0,'2404247020': -1.4017857, '2404247023': -0.008928572,'2404247020': 3, '2404247023': 1,'2404247020': 5, '2404247023': 1,
3025.0,'2404247020': -0.11160714, '2404247023': -0.11160714,'2404247020': 1, '2404247023': 2,'2404247020': 3, '2404247023': 4,
3050.0,'2404247020': -0.06696428, '2404247023': -0.55803573,'2404247020': 2, '2404247023': 2,'2404247020': 2, '2404247023': 4,
3075.0,'2404247020': -0.29017857, '2404247023': -0.13839285,'2404247020': 2, '2404247023': 1,'2404247020': 2, '2404247023': 2,
3100.0,'2404247020': -0.71875, '2404247023': -0.45982143,'2404247020': 3, '2404247023': 1,'2404247020': 4, '2404247023': 3,
3125.0,'2404247020': -1.1651785, '2404247023': -0.102678575,'2404247020': 3, '2404247023': 1,'2404247020': 4, '2404247023': 2,
3150.0,'2404247020': -1.6116072, '2404247023': -0.5401786,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 6,
3175.0,'2404247020': -2.2857144, '2404247023': -0.35714287,'2404247020': 3, '2404247023': 1,'2404247020': 7, '2404247023': 3,
3200.0,'2404247020': -3.0669644, '2404247023': -0.75,'2404247020': 3, '2404247023': 1,'2404247020': 7, '2404247023': 4,
3225.0,'2404247020': -0.03125, '2404247023': -0.071428575,'2404247020': 1, '2404247023': 1,'2404247020': 1, '2404247023': 2,
3250.0,'2404247020': 0.0, '2404247023': -0.5089286,'2404247020': 0, '2404247023': 2,'2404247020': 0, '2404247023': 5,
3275.0,'2404247020': -0.071428575, '2404247023': -0.14732143,'2404247020': 1, '2404247023': 1,'2404247020': 2, '2404247023': 3,
3300.0,'2404247020': -0.3482143, '2404247023': -0.13839285,'2404247020': 2, '2404247023': 1,'2404247020': 3, '2404247023': 2,
3325.0,'2404247020': 0.0, '2404247023': -0.24107143,'2404247020': 0, '2404247023': 1,'2404247020': 0, '2404247023': 2,
3350.0,'2404247020': -0.10714286, '2404247023': -0.6160714,'2404247020': 1, '2404247023': 2,'2404247020': 2, '2404247023': 5,
3375.0,'2404247020': 0.0, '2404247023': -1.2053572,'2404247020': 0, '2404247023': 3,'2404247020': 0, '2404247023': 6,
3400.0,'2404247020': -0.09821428, '2404247023': -0.08035714,'2404247020': 1, '2404247023': 1,'2404247020': 3, '2404247023': 2,
3425.0,'2404247020': -0.46875, '2404247023': -0.03125,'2404247020': 2, '2404247023': 1,'2404247020': 5, '2404247023': 1,
3450.0,'2404247020': -1.0892857, '2404247023': -0.14285715,'2404247020': 2, '2404247023': 1,'2404247020': 6, '2404247023': 1,
3475.0,'2404247020': -0.18303572, '2404247023': -0.42857143,'2404247020': 2, '2404247023': 2,'2404247020': 4, '2404247023': 3,
3500.0,'2404247020': -0.19642857, '2404247023': -0.66964287,'2404247020': 1, '2404247023': 2,'2404247020': 3, '2404247023': 6,
3525.0,'2404247020': -0.017857144, '2404247023': -0.7901786,'2404247020': 1, '2404247023': 3,'2404247020': 1, '2404247023': 8,
3550.0,'2404247020': -0.32589287, '2404247023': -1.2232143,'2404247020': 2, '2404247023': 3,'2404247020': 5, '2404247023': 6,
3575.0,'2404247020': -0.07589286, '2404247023': -2.044643,'2404247020': 1, '2404247023': 4,'2404247020': 1, '2404247023': 9,
3600.0,'2404247020': -0.29017857, '2404247023': -0.10714286,'2404247020': 3, '2404247023': 1,'2404247020': 4, '2404247023': 2,
